Name,Own rate,Bonus pieces,Total runs,Cycles,Positive outcomes,Negative outcomes,Average profit,Average balance,Average bonus balance,Best outcome,Worst outcome,Average invested,Average withdraw failures,Average bonus cancellations,Average bonus cancellation failures,Average bonuses lost,Average bonuses completed,Errors
GXU,0.98,10,100000,360,45957,54043,2159.1166899403925,15318.832116986952,159.71542704631102,40991.500000000015,-11900.5,13000.0,0.0,0.0,0.0,445.8194870247871,25.958075813332922,0
GXU,0.98,11,100000,360,45744,54256,2071.3821013741417,15219.8562424904,148.4741411161928,40987.969696969696,-11913.606060606058,13000.0,0.30753,3.38283,0.0,414.34775510306423,26.28635083195581,0
GXU,0.98,12,100000,360,45584,54416,2026.5431926040244,15166.61896137752,140.07576877343212,40951.749999999985,-11848.99999999999,13000.0,0.10501,1.15511,0.0,390.01839431581095,26.61692219444452,0
GXU,0.98,13,100000,360,45560,54440,2120.33556080312,15253.594284126322,133.2587233231105,40931.56410256411,-11930.153846153844,13000.0,0.0,0.0,0.0,370.2499619259671,26.961741321497904,0
GXU,0.98,14,100000,360,45558,54442,2083.4916315268015,15211.696083100078,128.20445157254824,41051.93740075562,-11941.157837339617,13000.0,0.63532,8.25916,0.0,334.17616166225054,27.089424571428346,0
GXU,0.98,15,100000,360,45371,54629,2052.04897838878,15174.902064047908,122.85308565899223,40911.8,-11968.599999999995,13000.0,0.62912,9.11721,0.0,331.2794158573583,27.13724460444379,0
GXU,0.98,16,100000,360,45138,54862,2037.2548740313887,15156.095688828647,118.84081479557203,41075.645833333336,-11997.361857416088,13000.0,0.63477,9.82709,0.0,318.94643287990533,27.255325317708095,0
GXU,0.98,17,100000,360,45045,54955,1986.8933614324344,15101.64867057115,114.75530913846949,40483.811493966525,-11902.523744929767,13000.0,3.83349,64.03461,0.0,279.9354491541712,26.834841008073347,0
GXU,0.98,18,100000,360,45126,54874,2014.3820764151865,15126.28669427259,111.90461785754981,41089.77777777777,-11945.037037037033,13000.0,0.61222,10.71639,0.0,297.7153854270216,27.472344197530724,0
GXU,0.98,19,100000,360,44802,55198,1935.3367666408906,15043.916248547253,108.57948190646523,40506.76776312189,-11989.109429860577,13000.0,2.52456,47.24509,0.0,273.313952343524,26.94190183379523,0
GXU,0.97,1,100000,360,46432,53568,1964.3010265631585,15500.803863876827,536.5028373141039,37818.21419733201,-11888.516569444448,13000.0,2.69777,2.69777,0.0,1101.2753951131572,5.3908200000000015,0
GXU,0.97,2,100000,360,47034,52966,2047.2901310640905,15555.55306040821,508.26292933930034,38877.45204131452,-11983.283236111103,13000.0,2.68552,5.37104,0.0,1069.594233472271,9.998305000000002,0
GXU,0.97,3,100000,360,46510,53490,2010.0085623007255,15482.055032374356,472.0464700749768,39411.35452619291,-11923.983102211934,13000.0,3.80246,11.40738,0.0,1005.3628375184331,13.161960000000002,0
GXU,0.97,4,100000,360,46842,53158,2141.7055771367836,15582.987834100804,441.28225696455655,39736.837598311926,-11987.51370493242,13000.0,2.68095,10.7238,0.0,967.8963462050775,15.634160000000003,0
GXU,0.97,5,100000,360,46518,53482,2068.1350977048437,15470.07294357658,401.9378458715354,39981.89733326757,-11940.59770839038,13000.0,4.81739,24.08695,0.0,893.6046293036082,17.129783999999937,0
GXU,0.97,6,100000,360,46165,53835,2050.9232492808806,15415.89097546281,364.9677261849745,40379.1807640778,-11992.276881102109,13000.0,4.18388,25.10328,0.0,836.8149509385657,18.776118333333148,0
GXU,0.97,7,100000,360,46418,53582,2112.0931053607296,15451.767789718733,339.674684358301,40497.31306665535,-11974.28159554674,13000.0,3.39524,23.76668,0.0,789.0758110051552,19.917174285709336,0
GXU,0.97,8,100000,360,46192,53808,2074.706943294991,15388.484482638858,313.7775393447136,40638.805078060825,-11922.549088605843,13000.0,2.67611,21.40888,0.0,750.4370009311797,20.97259625,0
GXU,0.97,9,100000,360,45962,54038,2062.806755345857,15358.477766760836,295.6710114155316,40583.44328697368,-11836.966545845276,13000.0,5.40269,48.62421,0.0,691.6204147679508,21.361961111111246,0
GXU,0.97,10,100000,360,46126,53874,2066.537711214091,15346.485780522435,279.9480693065768,40593.58062494292,-11963.369067824078,13000.0,4.75469,47.5469,0.0,664.6166556758294,22.17979128999965,0
GXU,0.97,11,100000,360,45797,54203,2021.1750628117463,15280.69089228862,259.51582947682255,40529.67059819025,-11937.361811868685,13000.0,3.53109,38.84199,0.0,612.3636233385109,22.620505000001195,0
